listing_id,brand,category,gender,gender_source,material,size,condition,age_months,original_price,provider_price,tier_primary,base_min_pct,base_max_pct,cond_mult,age_mult,cat_mult,mat_mult,rule_min,rule_max,rule_mid,deviation_M,condition_penalty,age_penalty,deviation_penalty,total_penalty,penalties,rule_quality_score,rule_decision
L0018,Moda Rapido,Dress,Women,category_derived,Polyester,S,New,1,1099,160,Tier 1,0.05,0.06,1.0,1.0,1.05,1.0,60,70,65.0,128.5714,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0019,Bewakoof,Top,Women,category_derived,Cotton,S,New,2,899,110,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,40,50,45.0,120.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0020,Marks & Spencer,Shirt,Unisex,category_derived,Linen,L,Like New,5,3499,525,Tier 3,0.07,0.09,0.9,0.9,1.0,1.03,200,250,225.0,110.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0021,Tarun Tahiliani,Saree,Women,category_derived,Silk,M,Like New,6,69999,8850,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,7200,9200,8200.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve
L0022,Mufti,Shirt,Unisex,category_derived,Linen,L,Used,10,3099,265,Tier 3,0.07,0.09,0.7,0.8,1.0,1.03,130,160,145.0,65.625,18,12,45,75,cond=18|age=12|dev=45|total=75,25,Reject
L0023,Libas,Kurta,Unisex,category_derived,Cotton,S,New,4,899,100,Tier 1,0.05,0.06,1.0,0.9,1.0,1.0,40,50,45.0,100.0,0,4,45,49,cond=0|age=4|dev=45|total=49,51,Reject
L0024,Anouk,Saree,Women,category_derived,Silk,M,New,3,1999,285,Tier 2,0.06,0.07,1.0,1.0,1.1,1.05,140,160,150.0,78.125,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0025,Flying Machine,Jeans,Unisex,category_derived,Denim,L,Like New,4,1499,185,Tier 2,0.06,0.07,0.9,0.9,0.95,1.0,70,80,75.0,131.25,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0026,Global Desi,Saree,Women,category_derived,Silk,S,Like New,6,2499,330,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,140,160,150.0,106.25,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0027,Pantaloons,Jeans,Unisex,category_derived,Denim,S,Used,9,1099,95,Tier 1,0.05,0.06,0.7,0.8,0.95,1.0,30,40,35.0,137.5,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0028,Indya,Jacket,Unisex,category_derived,Denim,L,Like New,5,1299,145,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,70,80,75.0,81.25,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0029,Zara,Jacket,Unisex,category_derived,Denim,M,Used,8,4999,475,Tier 3,0.07,0.09,0.7,0.8,1.05,1.0,200,250,225.0,90.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0030,H&M,Dress,Women,category_derived,Cotton,S,Used,9,1199,105,Tier 1,0.05,0.06,0.7,0.8,1.05,1.0,40,40,40.0,162.5,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0031,Suta,Saree,Women,category_derived,Silk,M,New,1,2999,430,Tier 3,0.07,0.09,1.0,1.0,1.1,1.05,250,300,275.0,43.3333,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review
L0032,Uniqlo,Jacket,Unisex,category_derived,Polyester,M,Like New,5,1999,220,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,100,120,110.0,83.3333,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0033,Forever 21,Dress,Women,category_derived,Polyester,S,New,2,1299,175,Tier 2,0.06,0.07,1.0,1.0,1.05,1.0,80,100,90.0,75.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0034,Max Fashion,Jeans,Unisex,category_derived,Denim,M,New,3,999,120,Tier 1,0.05,0.06,1.0,1.0,0.95,1.0,50,60,55.0,100.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0035,Highlander,Shirt,Unisex,category_derived,Cotton,M,New,3,999,125,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,60,55.0,108.3333,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0036,Jaypore,Saree,Women,category_derived,Silk,M,Like New,6,8999,1150,Tier 4,0.09,0.11,0.9,0.9,1.1,1.05,750,950,850.0,21.0526,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review
L0037,Louis Vuitton,Shirt,Unisex,category_derived,Linen,XS,Like New,5,70499,8550,Tier 5,0.11,0.14,0.9,0.9,1.0,1.03,6500,8200,7350.0,4.2683,8,4,5,17,cond=8|age=4|dev=5|total=17,83,Approve
L0038,Armani,Jacket,Unisex,category_derived,Leather,S,Used,11,45459,4150,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,3050.0,22.0588,18,12,20,50,cond=18|age=12|dev=20|total=50,50,Review
L0039,W for Woman,Saree,Women,category_derived,Silk,M,New,2,2499,330,Tier 2,0.06,0.07,1.0,1.0,1.1,1.05,170,200,185.0,65.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0040,Biba,Dress,Women,category_derived,Silk,M,Like New,6,5500,825,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,450,550,500.0,50.0,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review
L0041,Global Desi,Ethnic Wear,Unisex,category_derived,Silk,M,Like New,5,3999,600,Tier 3,0.07,0.09,0.9,0.9,1.1,1.05,250,350,300.0,71.4286,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0042,Soch,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,4,1499,205,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,80,100,90.0,105.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0043,Manish Malhotra,Ethnic Wear,Unisex,category_derived,Silk,M,Used,8,79999,8700,Tier 5,0.11,0.14,0.7,0.8,1.1,1.05,5700,7200,6450.0,20.8333,18,8,20,46,cond=18|age=8|dev=20|total=46,54,Review
L0044,Aurelia,Kurta,Unisex,category_derived,Cotton,S,Used,8,999,100,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,30,30,30.0,233.3333,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0045,Tommy Hilfiger,Shirt,Unisex,category_derived,Cotton,L,Like New,6,5999,735,Tier 4,0.09,0.11,0.9,0.9,1.0,1.0,450,550,500.0,33.6364,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review
L0046,Calvin Klein,Jacket,Unisex,category_derived,Denim,M,Used,9,7999,760,Tier 4,0.09,0.11,0.7,0.8,1.05,1.0,400,500,450.0,52.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0047,Red Tape,Shirt,Unisex,category_derived,Linen,S,New,3,899,110,Tier 1,0.05,0.06,1.0,1.0,1.0,1.03,50,60,55.0,83.3333,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0048,Puma,Activewear,Unisex,category_derived,Polyester,M,Used,7,2999,260,Tier 3,0.07,0.09,0.7,0.8,0.95,1.0,110,140,125.0,85.7143,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0049,Label Ritu Kumar,Ethnic Wear,Unisex,category_derived,Silk,S,New,3,14500,2175,Tier 4,0.09,0.11,1.0,1.0,1.1,1.05,1500,1800,1650.0,20.8333,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review
L0050,Fabindia,Kurta,Unisex,category_derived,Cotton,XL,Used,10,2799,280,Tier 3,0.07,0.09,0.7,0.8,1.0,1.0,110,140,125.0,100.0,18,12,45,75,cond=18|age=12|dev=45|total=75,25,Reject
L0051,Prada,Dress,Women,category_derived,Silk,L,Like New,6,85999,10600,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,8400,10800,9600.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve
L0052,Nalli,Saree,Women,category_derived,Silk,L,Like New,3,6999,965,Tier 4,0.09,0.11,0.9,1.0,1.1,1.05,650,800,725.0,20.625,8,0,20,28,cond=8|age=0|dev=20|total=28,72,Review
L0053,Zudio,Top,Women,category_derived,Cotton,S,New,2,499,75,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,30,25.0,150.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0054,Adidas,Activewear,Unisex,category_derived,Polyester,S,Like New,5,3499,425,Tier 3,0.07,0.09,0.9,0.9,0.95,1.0,190,250,220.0,70.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0055,Libas,Kurta,Unisex,category_derived,Silk,S,New,2,1999,300,Tier 2,0.06,0.07,1.0,1.0,1.0,1.05,130,150,140.0,100.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0056,Bewakoof,Top,Women,category_derived,Polyester,S,Used,6,499,45,Tier 1,0.05,0.06,0.7,0.9,1.0,1.0,20,20,20.0,125.0,18,4,45,67,cond=18|age=4|dev=45|total=67,33,Reject
L0057,Moda Rapido,Dress,Women,category_derived,Denim,S,New,1,899,115,Tier 1,0.05,0.06,1.0,1.0,1.05,1.0,50,60,55.0,91.6667,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0058,Roadster,Shirt,Unisex,category_derived,Cotton,M,New,3,1099,135,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,50,70,60.0,92.8571,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0059,Levi's,Jeans,Unisex,category_derived,Denim,M,New,2,3999,480,Tier 3,0.07,0.09,1.0,1.0,0.95,1.0,250,350,300.0,37.1429,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review
L0060,FBB,Ethnic Wear,Unisex,category_derived,Cotton,L,New,4,699,90,Tier 1,0.05,0.06,1.0,0.9,1.1,1.0,30,40,35.0,125.0,0,4,45,49,cond=0|age=4|dev=45|total=49,51,Reject
L0061,Gucci,Jacket,Unisex,category_derived,Leather,M,Like New,6,120000,13300,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,11800,15000,13400.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve
L0062,HRX,Activewear,Unisex,category_derived,Polyester,M,New,3,2299,345,Tier 2,0.06,0.07,1.0,1.0,0.95,1.0,130,150,140.0,130.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0063,Skechers,Activewear,Unisex,category_derived,Polyester,M,Like New,4,4999,610,Tier 3,0.07,0.09,0.9,0.9,0.95,1.0,250,350,300.0,74.2857,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0064,Versace,Dress,Women,category_derived,Silk,M,Like New,5,110000,13400,Tier 5,0.11,0.14,0.9,0.9,1.05,1.05,10800,13800,12300.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve
L0065,Mufti,Shirt,Unisex,category_derived,Linen,M,Like New,4,2899,435,Tier 3,0.07,0.09,0.9,0.9,1.0,1.03,170,200,185.0,117.5,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0066,Reebok,Activewear,Unisex,category_derived,Polyester,S,Used,3,2799,285,Tier 3,0.07,0.09,0.7,1.0,0.95,1.0,130,170,150.0,67.6471,18,0,45,63,cond=18|age=0|dev=45|total=63,37,Reject
L0067,Anouk,Saree,Women,category_derived,Cotton,S,Used,7,1899,155,Tier 2,0.06,0.07,0.7,0.8,1.1,1.0,70,80,75.0,93.75,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0068,Masaba,Dress,Women,category_derived,Silk,M,Like New,4,12000,1800,Tier 4,0.09,0.11,0.9,0.9,1.05,1.05,950,1200,1075.0,50.0,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review
L0069,Indya,Jacket,Unisex,category_derived,Denim,M,Used,9,1499,145,Tier 2,0.06,0.07,0.7,0.8,1.05,1.0,50,60,55.0,141.6667,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0070,Pantaloons,Dress,Women,category_derived,Cotton,L,Like New,6,2499,375,Tier 2,0.06,0.07,0.9,0.9,1.05,1.0,130,150,140.0,150.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0071,Vishal Mega Mart,Kurta,Unisex,category_derived,Cotton,L,Like New,5,799,90,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,125.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0072,Zudio,Shirt,Unisex,category_derived,Cotton,M,New,1,399,50,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,20,20.0,150.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0073,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,840,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,12.0,0,0,12,12,cond=0|age=0|dev=12|total=12,88,Approve
L0074,Reliance Trends,Top,Women,category_derived,Cotton,S,Like New,6,799,90,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,125.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0075,Easybuy,Shirt,Unisex,category_derived,Polyester,M,Used,8,699,65,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,20,20,20.0,225.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0076,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1650,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,37.5,8,8,30,46,cond=8|age=8|dev=30|total=46,54,Review
L0077,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,525,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,31.25,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review
L0078,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,925,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve
L0079,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Used,8,8499,730,Tier 4,0.09,0.11,0.7,0.8,0.95,1.0,400,500,450.0,46.0,18,8,30,56,cond=18|age=8|dev=30|total=56,44,Review
L0080,Anita Dongre,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,10,19499,2350,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,2.1739,8,12,5,25,cond=8|age=12|dev=5|total=25,75,Approve
L0081,FBB,Kurta,Unisex,category_derived,Cotton,M,Used,9,999,100,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,30,30,30.0,233.3333,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0082,Aurelia,Ethnic Wear,Unisex,category_derived,Cotton,M,Used,6,1199,150,Tier 1,0.05,0.06,0.7,0.9,1.1,1.0,40,50,45.0,200.0,18,4,45,67,cond=18|age=4|dev=45|total=67,33,Reject
L0083,Bewakoof,Top,Women,category_derived,Polyester,XS,Like New,5,799,110,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,30,40,35.0,175.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0084,Style Bazaar,Top,Women,category_derived,Polyester,XL,Used,8,299,30,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,10,10,10.0,200.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0085,Rangriti,Kurta,Unisex,category_derived,Cotton,M,New,3,699,90,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,30,40,35.0,125.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0086,Flying Machine,Jeans,Unisex,category_derived,Denim,L,Used,9,3199,420,Tier 3,0.07,0.09,0.7,0.8,0.95,1.0,120,150,135.0,180.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0087,Mufti,Shirt,Unisex,category_derived,Linen,M,Used,11,3499,300,Tier 3,0.07,0.09,0.7,0.7,1.0,1.03,120,160,140.0,87.5,18,12,45,75,cond=18|age=12|dev=45|total=75,25,Reject
L0088,Suta,Saree,Women,category_derived,Linen,M,Like New,6,3499,440,Tier 3,0.07,0.09,0.9,0.9,1.1,1.03,200,300,250.0,46.6667,8,4,30,42,cond=8|age=4|dev=30|total=42,58,Review
L0089,H&M,Dress,Women,category_derived,Silk,S,Like New,6,1499,180,Tier 2,0.06,0.07,0.9,0.9,1.05,1.05,80,90,85.0,100.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0090,Zara,Dress,Women,category_derived,Linen,S,New,2,6990,1050,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,700,850,775.0,23.5294,0,0,20,20,cond=0|age=0|dev=20|total=20,80,Review
L0091,Forever 21,Top,Women,category_derived,Cotton,S,Like New,5,1500,225,Tier 2,0.06,0.07,0.9,0.9,1.0,1.0,70,90,80.0,150.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0092,Highlander,Top,Women,category_derived,Cotton,XL,Like New,2,599,80,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,30,30,30.0,166.6667,8,0,45,53,cond=8|age=0|dev=45|total=53,47,Reject
L0093,Prada,Dress,Women,category_derived,Silk,M,Like New,8,75499,8250,Tier 5,0.11,0.14,0.9,0.8,1.05,1.05,6600,8400,7500.0,0.0,8,8,0,16,cond=8|age=8|dev=0|total=16,84,Approve
L0094,Soch,Ethnic Wear,Unisex,category_derived,Silk,S,Like New,4,1499,205,Tier 2,0.06,0.07,0.9,0.9,1.1,1.05,80,100,90.0,105.0,8,4,45,57,cond=8|age=4|dev=45|total=57,43,Reject
L0095,Neeru's,Ethnic Wear,Unisex,category_derived,Silk,M,Like New,7,14999,1850,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1100,1400,1250.0,32.1429,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review
L0096,Meena Bazaar,Ethnic Wear,Unisex,category_derived,Silk,S,New,4,12999,1720,Tier 4,0.09,0.11,1.0,0.9,1.1,1.05,1200,1500,1350.0,14.6667,0,4,12,16,cond=0|age=4|dev=12|total=16,84,Approve
L0097,Sabyasachi,Lehenga,Women,category_derived,Silk,L,Like New,8,51999,7150,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,4800,6100,5450.0,17.2131,8,8,12,28,cond=8|age=8|dev=12|total=28,72,Approve
L0098,Rohit Bal,Ethnic Wear,Unisex,category_derived,Silk,L,Like New,5,49999,6350,Tier 5,0.11,0.14,0.9,0.9,1.1,1.05,5100,6500,5800.0,0.0,8,4,0,12,cond=8|age=4|dev=0|total=12,88,Approve
L0099,W for Woman,Ethnic Wear,Unisex,category_derived,Silk,S,Used,7,1199,135,Tier 1,0.05,0.06,0.7,0.8,1.1,1.05,40,50,45.0,170.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0100,Armani,Ethnic Wear,Unisex,category_derived,Polyester,L,New,2,85000,12100,Tier 5,0.11,0.14,1.0,1.0,1.1,1.0,10300,13100,11700.0,0.0,0,0,0,0,cond=0|age=0|dev=0|total=0,100,Approve
L0101,Rangriti,Kurta,Unisex,category_derived,Cotton,M,New,3,699,65,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,30,40,35.0,62.5,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0102,Style Bazaar,Top,Women,category_derived,Polyester,XL,Used,8,299,20,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,10,10,10.0,100.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0103,Soch,Ethnic Wear,Unisex,category_derived,Cotton,XS,Used,9,799,35,Tier 1,0.05,0.06,0.7,0.8,1.1,1.0,20,30,25.0,16.6667,18,8,12,38,cond=18|age=8|dev=12|total=38,62,Review
L0104,AND,Dress,Women,category_derived,Cotton,M,Like New,5,4999,510,Tier 3,0.07,0.09,0.9,0.9,1.05,1.0,300,400,350.0,27.5,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review
L0105,House of Masaba,Saree,Women,category_derived,Silk,M,Like New,7,13499,1500,Tier 4,0.09,0.11,0.9,0.8,1.1,1.05,1000,1200,1100.0,25.0,8,8,20,36,cond=8|age=8|dev=20|total=36,64,Review
L0106,Nicobar,Dress,Women,category_derived,Linen,S,New,3,7999,1000,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,800,950,875.0,5.2632,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve
L0107,Zara,Dress,Women,category_derived,Linen,L,New,2,9999,1320,Tier 4,0.09,0.11,1.0,1.0,1.05,1.03,950,1200,1075.0,10.0,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve
L0108,Armani,Jacket,Unisex,category_derived,Leather,S,Used,11,45459,3700,Tier 5,0.11,0.14,0.7,0.7,1.05,1.05,2700,3400,3050.0,8.8235,18,12,5,35,cond=18|age=12|dev=5|total=35,65,Review
L0109,Zudio,Top,Women,category_derived,Cotton,S,Like New,4,599,40,Tier 1,0.05,0.06,0.9,0.9,1.0,1.0,20,30,25.0,33.3333,8,4,20,32,cond=8|age=4|dev=20|total=32,68,Review
L0110,Easybuy,Shirt,Unisex,category_derived,Polyester,M,Used,8,699,40,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,20,20,20.0,100.0,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
L0111,W for Woman,Saree,Women,category_derived,Silk,M,New,2,2499,330,Tier 2,0.06,0.07,1.0,1.0,1.1,1.05,170,200,185.0,65.0,0,0,45,45,cond=0|age=0|dev=45|total=45,55,Reject
L0112,Zudio,Shirt,Unisex,category_derived,Cotton,M,New,1,399,30,Tier 1,0.05,0.06,1.0,1.0,1.0,1.0,20,20,20.0,50.0,0,0,30,30,cond=0|age=0|dev=30|total=30,70,Review
L0113,Easybuy,Top,Women,category_derived,Polyester,S,Like New,3,499,35,Tier 1,0.05,0.06,0.9,1.0,1.0,1.0,20,30,25.0,16.6667,8,0,12,20,cond=8|age=0|dev=12|total=20,80,Approve
L0114,GAP,Jeans,Unisex,category_derived,Denim,L,Used,11,5999,335,Tier 4,0.09,0.11,0.7,0.7,0.95,1.0,250,300,275.0,11.6667,18,12,12,42,cond=18|age=12|dev=12|total=42,58,Review
L0115,American Eagle,Jeans,Unisex,category_derived,Denim,XS,Used,8,8499,550,Tier 4,0.09,0.11,0.7,0.8,0.95,1.0,400,500,450.0,10.0,18,8,5,31,cond=18|age=8|dev=5|total=31,69,Review
L0116,Under Armour,Activewear,Unisex,category_derived,Polyester,M,New,3,6999,800,Tier 4,0.09,0.11,1.0,1.0,0.95,1.0,600,750,675.0,6.6667,0,0,5,5,cond=0|age=0|dev=5|total=5,95,Approve
L0117,Anita Dongre,Lehenga,Women,category_derived,Silk,S,Like New,10,19499,1950,Tier 5,0.11,0.14,0.9,0.8,1.1,1.05,1800,2300,2050.0,0.0,8,12,0,20,cond=8|age=12|dev=0|total=20,80,Approve
L0118,FBB,Kurta,Unisex,category_derived,Cotton,M,Used,9,999,50,Tier 1,0.05,0.06,0.7,0.8,1.0,1.0,30,30,30.0,66.6667,18,8,45,71,cond=18|age=8|dev=45|total=71,29,Reject
